order_id,customer_id,restaurant_id,order_timestamp,order_amount,number_of_items,weather,traffic_condition,order_status,preparation_time_minutes_order,delivery_id,driver_id,delivery_distance_km,preparation_time_minutes_delivery,delivery_time_minutes,tip_amount,category,rating,hour,day_of_week,is_weekend,time_of_day
ORD_00021,CUST_0702,REST_078,2026-04-08 04:18:39,196.14,6,Clear,Medium,Delivered,36.0,DEL_00021,DRV_0162,8.19,36.0,75.5,34.11,Biryani,3.9,4,2,0,Night
ORD_00022,CUST_0951,REST_046,2026-04-22 17:59:16,119.55,5,Heavy Rain,Medium,Delivered,13.0,DEL_00022,DRV_0221,2.14,13.0,52.4,9.56,North Indian,3.7,17,2,0,Evening
ORD_00023,CUST_0942,REST_008,2026-02-22 06:24:38,408.09,2,Cloudy,High,Delivered,26.0,DEL_00023,DRV_0149,5.46,26.0,62.9,49.98,Desserts,4.5,6,6,1,Morning
ORD_00024,CUST_0152,REST_037,2026-02-02 14:10:39,100.0,1,Clear,Medium,Delivered,17.0,DEL_00024,DRV_0124,2.13,17.0,54.5,23.75,Chinese,3.8,14,0,0,Afternoon
ORD_00025,CUST_0994,REST_019,2026-06-10 10:30:02,150.79,5,Clear,Medium,Delivered,21.0,DEL_00025,DRV_0001,1.67,21.0,45.5,16.7,Indian,4.4,10,2,0,Morning
ORD_00026,CUST_0302,REST_063,2026-01-09 16:28:26,123.61,5,Clear,Medium,Delivered,12.0,DEL_00026,DRV_0183,11.77,12.0,74.6,32.46,Biryani,4.7,16,4,0,Afternoon
ORD_00029,CUST_0688,REST_094,2026-03-30 19:01:51,112.7,6,Clear,Low,Delivered,21.0,DEL_00029,DRV_0097,4.69,21.0,54.3,11.62,Cafe,4.6,19,0,0,Evening
ORD_00030,CUST_0008,REST_071,2026-01-11 02:30:02,182.54,6,Heavy Rain,Medium,Delivered,25.0,DEL_00030,DRV_0021,1.72,25.0,46.0,14.85,Healthy,4.9,2,6,1,Night
ORD_00031,CUST_0807,REST_026,2026-03-16 05:19:31,184.0,3,Cloudy,Medium,Delivered,39.0,DEL_00031,DRV_0355,13.87,39.0,111.6,25.64,Fast Food,3.0,5,0,0,Night
ORD_00032,CUST_0235,REST_046,2026-03-01 13:59:44,128.8,4,Cloudy,Low,Delivered,13.0,DEL_00032,DRV_0439,2.58,13.0,49.5,33.97,North Indian,3.7,13,6,1,Afternoon
ORD_00033,CUST_0675,REST_046,2026-05-18 19:56:31,147.85,6,Clear,High,Delivered,15.0,DEL_00033,DRV_0411,7.2,15.0,85.5,29.05,North Indian,3.7,19,0,0,Evening
ORD_00034,CUST_0561,REST_075,2026-05-30 03:39:46,159.66,5,Rain,Low,Delivered,9.0,DEL_00034,DRV_0404,1.44,9.0,24.6,23.61,Fast Food,3.5,3,5,1,Night
ORD_00035,CUST_0302,REST_014,2026-03-10 10:07:05,282.99,3,Cloudy,Medium,Delivered,32.0,DEL_00035,DRV_0223,5.06,32.0,57.3,51.22,Fast Food,5.0,10,1,0,Morning
ORD_00036,CUST_0038,REST_085,2026-05-16 02:02:38,167.06,3,Rain,Medium,Delivered,20.0,DEL_00036,DRV_0400,5.96,20.0,63.8,31.59,South Indian,3.4,2,5,1,Night
ORD_00037,CUST_0136,REST_063,2026-01-21 21:26:06,285.31,5,Heavy Rain,Medium,Delivered,12.0,DEL_00037,DRV_0462,4.28,12.0,72.3,45.5,Biryani,4.7,21,2,0,Evening
ORD_00038,CUST_0822,REST_072,2026-01-15 12:05:59,250.18,6,Clear,Medium,Delivered,19.0,DEL_00038,DRV_0048,7.06,19.0,66.7,30.53,Chinese,3.8,12,3,0,Afternoon
ORD_00039,CUST_0421,REST_003,2026-03-26 01:12:49,248.23,5,Clear,Medium,Delivered,15.0,DEL_00039,DRV_0032,3.46,15.0,35.9,37.3,South Indian,4.4,1,3,0,Night
ORD_00040,CUST_0219,REST_028,2026-04-06 20:15:34,388.9,2,Rain,High,Delivered,24.0,DEL_00040,DRV_0489,2.67,24.0,79.5,66.47,Indian,4.4,20,0,0,Evening
ORD_00041,CUST_0348,REST_029,2026-02-05 04:25:33,100.0,6,Rain,High,Delivered,29.0,DEL_00041,DRV_0288,4.43,29.0,75.2,25.64,Pizza,3.9,4,3,0,Night
ORD_00042,CUST_0808,REST_087,2026-06-03 12:43:53,139.74,4,Cloudy,Medium,Delivered,8.0,DEL_00042,DRV_0437,1.8,8.0,47.7,12.37,Healthy,4.0,12,2,0,Afternoon
ORD_00043,CUST_0546,REST_018,2026-01-03 06:18:27,478.1,5,Clear,High,Delivered,32.0,DEL_00043,DRV_0380,1.85,32.0,61.1,35.48,Pizza,3.6,6,5,1,Morning
ORD_00044,CUST_0864,REST_035,2026-06-20 15:33:28,157.35,6,Cloudy,Low,Delivered,34.0,DEL_00044,DRV_0437,2.59,34.0,49.7,28.7,North Indian,4.8,15,5,1,Afternoon
ORD_00045,CUST_0079,REST_077,2026-04-06 22:31:09,100.0,1,Clear,High,Delivered,12.0,DEL_00045,DRV_0130,10.67,12.0,80.0,17.91,Fast Food,4.1,22,0,0,Night
ORD_00046,CUST_0748,REST_076,2026-04-13 11:32:06,162.12,2,Clear,High,Delivered,17.0,DEL_00046,DRV_0441,4.03,17.0,55.9,27.71,Chinese,3.7,11,0,0,Morning
ORD_00047,CUST_0895,REST_047,2026-03-03 22:11:57,195.24,4,Clear,Medium,Delivered,26.0,DEL_00047,DRV_0493,14.79,26.0,95.7,9.37,Desserts,4.4,22,1,0,Night
ORD_00049,CUST_0161,REST_075,2026-04-11 23:01:15,377.54,1,Clear,Medium,Delivered,12.0,DEL_00049,DRV_0485,2.69,12.0,40.8,45.79,Fast Food,3.5,23,5,1,Night
ORD_00050,CUST_0687,REST_059,2026-06-23 04:58:08,122.42,6,Heavy Rain,Low,Delivered,34.0,DEL_00050,DRV_0245,11.47,34.0,104.3,22.07,Pizza,4.0,4,1,0,Night
ORD_00051,CUST_0878,REST_075,2026-05-19 12:48:25,217.18,1,Rain,High,Delivered,9.0,DEL_00051,DRV_0052,2.59,9.0,61.1,36.26,Fast Food,3.5,12,1,0,Afternoon
ORD_00052,CUST_0308,REST_059,2026-03-26 13:20:26,160.09,4,Rain,Medium,Delivered,31.0,DEL_00052,DRV_0209,3.72,31.0,85.0,33.79,Pizza,4.0,13,3,0,Afternoon
ORD_00053,CUST_0374,REST_047,2026-04-07 12:42:13,100.0,2,Rain,Medium,Delivered,25.0,DEL_00053,DRV_0352,1.66,25.0,64.5,24.6,Desserts,4.4,12,1,0,Afternoon
ORD_00054,CUST_0976,REST_095,2026-02-04 09:23:33,100.61,1,Clear,Medium,Delivered,24.0,DEL_00054,DRV_0230,9.43,24.0,76.2,11.18,Pizza,3.7,9,2,0,Morning
ORD_00055,CUST_0733,REST_095,2026-06-03 05:43:53,108.39,3,Rain,High,Delivered,32.0,DEL_00055,DRV_0465,4.17,32.0,81.6,17.55,Pizza,3.7,5,2,0,Night
ORD_00056,CUST_0009,REST_013,2026-03-15 10:24:21,329.35,4,Rain,Medium,Delivered,11.0,DEL_00056,DRV_0186,9.16,11.0,76.3,38.45,Cafe,3.2,10,6,1,Morning
ORD_00057,CUST_0801,REST_078,2026-01-02 05:42:28,167.14,4,Rain,Low,Delivered,34.0,DEL_00057,DRV_0162,6.05,34.0,67.1,21.73,Biryani,3.9,5,4,0,Night
ORD_00058,CUST_0444,REST_089,2026-03-06 09:47:14,136.04,5,Cloudy,Medium,Delivered,18.0,DEL_00058,DRV_0199,4.09,18.0,54.5,22.81,North Indian,4.1,9,4,0,Morning
ORD_00059,CUST_0113,REST_033,2026-01-29 14:46:25,108.41,2,Clear,High,Delivered,30.0,DEL_00059,DRV_0477,5.44,30.0,89.0,23.18,Fast Food,4.1,14,3,0,Afternoon
ORD_00060,CUST_0989,REST_097,2026-01-19 22:49:06,349.98,3,Clear,Medium,Delivered,12.0,DEL_00060,DRV_0401,10.07,12.0,66.0,44.59,Cafe,4.7,22,0,0,Night
ORD_00061,CUST_0205,REST_062,2026-04-24 01:28:40,405.58,3,Clear,High,Delivered,22.0,DEL_00061,DRV_0472,4.64,22.0,64.2,63.43,Fast Food,3.5,1,4,0,Night
ORD_00062,CUST_0405,REST_079,2026-04-15 04:00:50,347.79,5,Heavy Rain,High,Delivered,34.0,DEL_00062,DRV_0456,3.76,34.0,81.4,46.79,Healthy,4.4,4,2,0,Night
ORD_00063,CUST_0698,REST_016,2026-02-13 11:21:22,237.66,1,Clear,Medium,Delivered,25.0,DEL_00063,DRV_0279,0.84,25.0,38.9,37.51,Indian,3.7,11,4,0,Morning
ORD_00064,CUST_0853,REST_044,2026-01-27 19:13:52,212.6,1,Rain,Medium,Delivered,27.0,DEL_00064,DRV_0033,5.88,27.0,79.4,21.35,Biryani,4.1,19,1,0,Evening
ORD_00065,CUST_0197,REST_058,2026-05-08 08:02:25,100.0,3,Clear,Medium,Delivered,16.0,DEL_00065,DRV_0413,4.19,16.0,43.0,21.3,Fast Food,4.7,8,4,0,Morning
ORD_00066,CUST_0778,REST_006,2026-04-28 03:21:14,158.35,2,Cloudy,Medium,Delivered,23.0,DEL_00066,DRV_0019,11.05,23.0,83.3,26.76,Cafe,3.9,3,1,0,Night
ORD_00067,CUST_0774,REST_089,2026-06-12 12:14:03,124.45,1,Clear,Medium,Delivered,21.0,DEL_00067,DRV_0121,1.63,21.0,53.0,20.6,North Indian,4.1,12,4,0,Afternoon
ORD_00068,CUST_0760,REST_015,2026-05-28 02:57:06,100.0,4,Clear,High,Delivered,27.0,DEL_00068,DRV_0069,6.0,27.0,75.7,16.48,Healthy,4.6,2,3,0,Night
ORD_00069,CUST_0115,REST_004,2026-02-03 18:09:21,324.2,6,Clear,High,Delivered,15.0,DEL_00069,DRV_0293,1.24,15.0,40.9,35.11,Healthy,3.7,18,1,0,Evening
ORD_00070,CUST_0121,REST_056,2026-05-26 16:38:15,123.63,5,Cloudy,Medium,Delivered,36.0,DEL_00070,DRV_0215,3.55,36.0,61.0,21.7,Desserts,4.2,16,1,0,Afternoon
ORD_00071,CUST_0653,REST_064,2026-01-09 01:07:49,349.94,2,Clear,Medium,Delivered,12.0,DEL_00071,DRV_0123,10.54,12.0,74.0,49.56,Biryani,5.0,1,4,0,Night
ORD_00072,CUST_0065,REST_068,2026-01-12 20:58:46,294.41,1,Rain,Medium,Delivered,21.0,DEL_00072,DRV_0410,10.41,21.0,91.4,35.86,Indian,4.5,20,0,0,Evening
ORD_00073,CUST_0276,REST_094,2026-05-16 18:18:08,246.21,6,Clear,Medium,Delivered,22.0,DEL_00073,DRV_0280,5.82,22.0,63.0,27.64,Cafe,4.6,18,5,1,Evening
ORD_00074,CUST_0825,REST_034,2026-05-22 07:57:05,253.94,3,Rain,Medium,Delivered,14.0,DEL_00074,DRV_0054,5.87,14.0,57.0,19.11,Desserts,4.0,7,4,0,Morning
ORD_00076,CUST_0302,REST_095,2026-02-20 11:41:50,503.62,1,Cloudy,Medium,Delivered,33.0,DEL_00076,DRV_0097,4.2,33.0,68.0,40.02,Pizza,3.7,11,4,0,Morning
ORD_00077,CUST_0392,REST_056,2026-02-02 17:14:26,185.62,3,Clear,Low,Delivered,31.0,DEL_00077,DRV_0346,3.87,31.0,37.0,15.78,Desserts,4.2,17,0,0,Evening
ORD_00079,CUST_0969,REST_009,2026-01-08 10:16:40,126.85,5,Clear,Low,Delivered,25.0,DEL_00079,DRV_0042,4.7,25.0,55.3,25.45,Biryani,4.6,10,3,0,Morning
ORD_00080,CUST_0369,REST_063,2026-04-08 20:43:14,108.62,4,Cloudy,Medium,Delivered,11.0,DEL_00080,DRV_0413,1.8,11.0,45.5,13.16,Biryani,4.7,20,2,0,Evening
ORD_00081,CUST_0233,REST_072,2026-05-05 10:51:02,235.69,4,Rain,Low,Delivered,15.0,DEL_00081,DRV_0441,3.36,15.0,45.2,27.82,Chinese,3.8,10,1,0,Morning
ORD_00082,CUST_0195,REST_078,2026-01-17 08:36:27,204.31,6,Clear,High,Delivered,33.0,DEL_00082,DRV_0246,8.07,33.0,82.5,31.59,Biryani,3.9,8,5,1,Morning
ORD_00083,CUST_0907,REST_033,2026-03-08 00:23:15,117.43,3,Clear,Low,Delivered,31.0,DEL_00083,DRV_0419,5.57,31.0,58.9,22.65,Fast Food,4.1,0,6,1,Night
ORD_00086,CUST_0921,REST_055,2026-02-19 12:02:57,349.98,3,Clear,High,Delivered,37.0,DEL_00086,DRV_0058,4.87,37.0,84.6,18.59,North Indian,4.2,12,3,0,Afternoon
ORD_00087,CUST_0689,REST_076,2026-01-27 01:00:56,129.37,1,Clear,Medium,Delivered,16.0,DEL_00087,DRV_0127,6.43,16.0,60.5,26.25,Chinese,3.7,1,1,0,Night
ORD_00088,CUST_0177,REST_057,2026-06-06 06:38:04,150.45,2,Clear,High,Delivered,26.0,DEL_00088,DRV_0428,2.25,26.0,64.1,12.13,Desserts,4.7,6,5,1,Morning
ORD_00089,CUST_0217,REST_002,2026-05-05 08:41:11,402.5,1,Clear,High,Delivered,41.0,DEL_00089,DRV_0263,9.63,41.0,92.4,65.56,North Indian,4.2,8,1,0,Morning
ORD_00090,CUST_0011,REST_013,2026-02-25 22:37:41,100.0,5,Clear,Medium,Delivered,13.0,DEL_00090,DRV_0144,4.49,13.0,43.2,24.37,Cafe,3.2,22,2,0,Night
ORD_00091,CUST_0446,REST_004,2026-05-19 15:16:57,121.53,6,Rain,High,Delivered,14.0,DEL_00091,DRV_0468,2.21,14.0,53.1,21.99,Healthy,3.7,15,1,0,Afternoon
ORD_00092,CUST_0630,REST_084,2026-01-15 23:18:40,118.77,3,Clear,Low,Delivered,25.0,DEL_00092,DRV_0093,2.64,25.0,37.3,13.2,North Indian,3.3,23,3,0,Night
ORD_00093,CUST_0164,REST_050,2026-01-30 07:23:50,441.39,1,Cloudy,Medium,Delivered,20.0,DEL_00093,DRV_0035,9.36,20.0,73.9,37.35,Desserts,4.0,7,4,0,Morning
ORD_00094,CUST_0551,REST_048,2026-05-29 21:33:04,542.59,3,Rain,Low,Delivered,38.0,DEL_00094,DRV_0092,6.55,38.0,77.5,63.74,Chinese,4.0,21,4,0,Evening
ORD_00095,CUST_0053,REST_078,2026-02-16 17:01:42,274.06,4,Clear,High,Delivered,32.0,DEL_00095,DRV_0263,8.27,32.0,85.4,49.31,Biryani,3.9,17,0,0,Evening
ORD_00096,CUST_0218,REST_030,2026-05-24 16:25:33,278.9,2,Cloudy,High,Delivered,25.0,DEL_00096,DRV_0470,5.68,25.0,69.0,52.82,South Indian,4.1,16,6,1,Afternoon
ORD_00097,CUST_0718,REST_029,2026-01-06 00:17:53,131.74,5,Rain,High,Delivered,32.0,DEL_00097,DRV_0014,0.5,32.0,63.3,36.41,Pizza,3.9,0,1,0,Night
ORD_00098,CUST_0999,REST_008,2026-04-25 02:29:43,529.02,1,Clear,Low,Delivered,25.0,DEL_00098,DRV_0315,2.29,25.0,35.6,79.31,Desserts,4.5,2,5,1,Night
ORD_00099,CUST_0824,REST_012,2026-01-06 13:45:37,210.03,2,Clear,Medium,Delivered,15.0,DEL_00099,DRV_0484,9.52,15.0,77.2,42.86,South Indian,4.6,13,1,0,Afternoon
ORD_00100,CUST_0360,REST_041,2026-05-23 13:42:58,289.81,5,Heavy Rain,Medium,Delivered,34.0,DEL_00100,DRV_0318,2.07,34.0,73.3,19.05,North Indian,4.9,13,5,1,Afternoon
ORD_00102,CUST_0056,REST_050,2026-05-02 05:51:14,156.43,6,Clear,Low,Delivered,23.0,DEL_00102,DRV_0376,1.61,23.0,33.2,19.21,Desserts,4.0,5,5,1,Night
ORD_00103,CUST_0118,REST_002,2026-06-12 09:13:04,452.45,4,Clear,Medium,Delivered,40.0,DEL_00103,DRV_0322,3.32,40.0,63.3,41.27,North Indian,4.2,9,4,0,Morning
ORD_00104,CUST_0900,REST_055,2026-05-31 05:04:52,243.92,6,Clear,High,Delivered,39.0,DEL_00104,DRV_0278,3.51,39.0,72.5,51.42,North Indian,4.2,5,6,1,Night
ORD_00105,CUST_0253,REST_056,2026-05-18 22:29:29,402.73,6,Clear,Medium,Delivered,30.0,DEL_00105,DRV_0144,1.99,30.0,50.0,43.82,Desserts,4.2,22,0,0,Night
ORD_00106,CUST_0798,REST_014,2026-05-07 23:41:40,208.6,3,Clear,Medium,Delivered,31.0,DEL_00106,DRV_0355,2.56,31.0,53.1,25.97,Fast Food,5.0,23,3,0,Night
ORD_00107,CUST_0780,REST_006,2026-04-29 02:59:57,113.68,3,Cloudy,Medium,Delivered,17.0,DEL_00107,DRV_0495,5.25,17.0,59.6,17.99,Cafe,3.9,2,2,0,Night
ORD_00109,CUST_0845,REST_081,2026-06-23 20:43:52,191.83,4,Clear,High,Delivered,29.0,DEL_00109,DRV_0496,20.0,29.0,137.6,37.19,Desserts,4.1,20,1,0,Evening
ORD_00110,CUST_0180,REST_089,2026-03-10 11:30:45,128.44,5,Rain,Medium,Delivered,17.0,DEL_00110,DRV_0459,6.79,17.0,67.0,33.67,North Indian,4.1,11,1,0,Morning
ORD_00111,CUST_0415,REST_061,2026-04-26 07:51:33,100.0,4,Clear,Low,Delivered,33.0,DEL_00111,DRV_0376,7.15,33.0,61.9,19.46,Healthy,4.4,7,6,1,Morning
ORD_00112,CUST_0870,REST_096,2026-05-30 07:22:26,351.0,4,Clear,Medium,Delivered,34.0,DEL_00112,DRV_0491,8.37,34.0,78.3,43.44,Biryani,3.3,7,5,1,Morning
ORD_00113,CUST_0235,REST_012,2026-01-17 22:45:08,134.33,2,Cloudy,High,Delivered,14.0,DEL_00113,DRV_0299,5.87,14.0,60.4,17.46,South Indian,4.6,22,5,1,Night
ORD_00114,CUST_0855,REST_013,2026-01-23 21:02:33,195.59,3,Clear,Medium,Delivered,17.0,DEL_00114,DRV_0353,2.71,17.0,57.7,23.4,Cafe,3.2,21,4,0,Evening
ORD_00115,CUST_0708,REST_019,2026-03-12 07:42:46,213.34,4,Clear,Medium,Delivered,25.0,DEL_00115,DRV_0354,7.1,25.0,62.5,17.63,Indian,4.4,7,3,0,Morning
ORD_00116,CUST_0820,REST_044,2026-04-22 05:39:46,131.17,4,Rain,Low,Delivered,21.0,DEL_00116,DRV_0372,3.67,21.0,55.5,23.61,Biryani,4.1,5,2,0,Night
ORD_00117,CUST_0080,REST_089,2026-06-08 23:29:21,402.6,4,Clear,Low,Delivered,17.0,DEL_00117,DRV_0481,1.74,17.0,30.3,38.42,North Indian,4.1,23,0,0,Night
ORD_00118,CUST_0647,REST_095,2026-05-26 13:31:32,100.0,1,Cloudy,High,Delivered,25.0,DEL_00118,DRV_0467,6.21,25.0,90.1,30.66,Pizza,3.7,13,1,0,Afternoon
ORD_00119,CUST_0022,REST_059,2026-05-26 00:25:54,209.33,4,Clear,Medium,Delivered,37.0,DEL_00119,DRV_0404,5.77,37.0,66.8,19.79,Pizza,4.0,0,1,0,Night
ORD_00120,CUST_0477,REST_037,2026-03-17 18:47:32,207.55,4,Clear,Medium,Delivered,19.0,DEL_00120,DRV_0394,7.19,19.0,52.1,45.13,Chinese,3.8,18,1,0,Evening
ORD_00121,CUST_0843,REST_025,2026-03-12 23:49:44,175.94,5,Cloudy,Medium,Delivered,30.0,DEL_00121,DRV_0403,4.18,30.0,53.5,37.88,South Indian,4.0,23,3,0,Night
ORD_00122,CUST_0440,REST_016,2026-01-03 14:07:06,100.0,6,Rain,High,Delivered,26.0,DEL_00122,DRV_0245,7.77,26.0,110.4,15.91,Indian,3.7,14,5,1,Afternoon
ORD_00123,CUST_0737,REST_038,2026-04-07 12:42:49,292.64,1,Clear,Low,Delivered,33.0,DEL_00123,DRV_0491,2.11,33.0,51.9,22.1,Indian,3.7,12,1,0,Afternoon
ORD_00124,CUST_0570,REST_043,2026-03-17 06:09:20,272.85,4,Cloudy,High,Delivered,22.0,DEL_00124,DRV_0012,1.24,22.0,59.0,47.22,Fast Food,3.7,6,1,0,Morning
ORD_00125,CUST_0093,REST_087,2026-01-28 00:15:31,125.02,6,Rain,Medium,Delivered,13.0,DEL_00125,DRV_0394,4.76,13.0,49.0,28.94,Healthy,4.0,0,2,0,Night
ORD_00126,CUST_0192,REST_014,2026-05-25 22:02:01,267.5,4,Rain,High,Delivered,27.0,DEL_00126,DRV_0071,3.1,27.0,70.9,45.57,Fast Food,5.0,22,0,0,Night
ORD_00127,CUST_0103,REST_006,2026-06-06 13:00:14,222.78,2,Clear,High,Delivered,20.0,DEL_00127,DRV_0184,2.42,20.0,65.4,37.91,Cafe,3.9,13,5,1,Afternoon
ORD_00129,CUST_0007,REST_023,2026-01-31 12:39:48,113.33,6,Cloudy,Low,Delivered,42.0,DEL_00129,DRV_0011,6.49,42.0,81.0,21.68,South Indian,4.6,12,5,1,Afternoon
ORD_00131,CUST_0567,REST_012,2026-01-13 18:23:55,214.9,5,Clear,High,Delivered,13.0,DEL_00131,DRV_0208,3.42,13.0,53.8,28.63,South Indian,4.6,18,1,0,Evening
ORD_00132,CUST_0231,REST_013,2026-03-23 08:49:21,132.9,1,Clear,Low,Delivered,14.0,DEL_00132,DRV_0225,11.28,14.0,61.7,30.43,Cafe,3.2,8,0,0,Morning
ORD_00133,CUST_0874,REST_100,2026-05-24 13:49:52,113.05,1,Cloudy,Low,Delivered,28.0,DEL_00133,DRV_0317,1.56,28.0,53.7,15.81,Pizza,3.9,13,6,1,Afternoon
ORD_00134,CUST_0574,REST_098,2026-06-23 16:59:57,136.53,2,Clear,Low,Delivered,22.0,DEL_00134,DRV_0382,2.95,22.0,39.1,19.7,Biryani,4.7,16,1,0,Afternoon
ORD_00135,CUST_0240,REST_006,2026-01-19 02:57:11,141.96,2,Cloudy,Medium,Delivered,21.0,DEL_00135,DRV_0422,9.23,21.0,71.0,16.01,Cafe,3.9,2,0,0,Night
ORD_00136,CUST_0090,REST_063,2026-03-19 11:06:41,113.83,5,Rain,Low,Delivered,11.0,DEL_00136,DRV_0273,3.99,11.0,45.2,15.53,Biryani,4.7,11,3,0,Morning
ORD_00137,CUST_0232,REST_038,2026-02-19 14:37:38,100.0,4,Rain,High,Delivered,31.0,DEL_00137,DRV_0054,5.16,31.0,92.0,18.86,Indian,3.7,14,3,0,Afternoon
ORD_00138,CUST_0457,REST_050,2026-06-17 03:23:58,339.34,5,Clear,High,Delivered,28.0,DEL_00138,DRV_0173,3.47,28.0,68.1,36.31,Desserts,4.0,3,2,0,Night
ORD_00139,CUST_0233,REST_052,2026-01-11 22:22:25,309.16,4,Clear,Medium,Delivered,24.0,DEL_00139,DRV_0247,9.71,24.0,84.3,38.03,Healthy,4.6,22,6,1,Night
ORD_00140,CUST_0354,REST_040,2026-02-25 15:32:51,100.0,6,Cloudy,Medium,Delivered,25.0,DEL_00140,DRV_0153,2.81,25.0,49.7,22.69,Desserts,4.1,15,2,0,Afternoon
ORD_00141,CUST_0333,REST_008,2026-04-11 08:50:05,195.38,6,Cloudy,Medium,Delivered,24.0,DEL_00141,DRV_0106,4.66,24.0,56.8,32.26,Desserts,4.5,8,5,1,Morning
ORD_00142,CUST_0439,REST_061,2026-01-11 05:13:36,110.36,3,Heavy Rain,Medium,Delivered,39.0,DEL_00142,DRV_0159,7.31,39.0,86.7,12.8,Healthy,4.4,5,6,1,Night
ORD_00143,CUST_0375,REST_008,2026-01-06 17:57:06,156.98,2,Cloudy,Medium,Delivered,24.0,DEL_00143,DRV_0106,2.48,24.0,52.7,22.25,Desserts,4.5,17,1,0,Evening
