customer_id,total_orders,average_order_value,total_spending,weekend_orders,late_night_orders,active_months_x,ordering_frequency,active_months_y,average_rating_given,cluster,cluster_name,dbscan_cluster
CUST_0021,3,230.06333333333336,690.19,1,2,4.533333333333333,0.6617647058823529,4.533333333333333,3.0,0,Regular Moderate-Value Customers,0
CUST_0022,5,164.026,820.13,4,2,3.566666666666667,1.4018691588785046,3.566666666666667,2.2,0,Regular Moderate-Value Customers,-1
CUST_0023,9,188.76666666666668,1698.9,2,4,5.033333333333333,1.7880794701986755,5.033333333333333,3.0,1,Premium Frequent Diners,0
CUST_0024,5,324.63800000000003,1623.19,1,3,2.9,1.7241379310344829,2.9,3.6,1,Premium Frequent Diners,0
CUST_0025,5,214.80599999999998,1074.03,0,0,3.8666666666666667,1.293103448275862,3.8666666666666667,3.4,0,Regular Moderate-Value Customers,0
CUST_0026,6,209.36333333333334,1256.18,0,2,3.933333333333333,1.5254237288135595,3.933333333333333,3.3333333333333335,0,Regular Moderate-Value Customers,0
CUST_0027,4,156.27,625.08,0,1,5.133333333333334,0.7792207792207791,5.133333333333334,2.5,0,Regular Moderate-Value Customers,0
CUST_0028,4,147.6275,590.51,1,2,2.5,1.6,2.5,3.5,2,Occasional Low-Spend Customers,0
CUST_0029,6,254.37666666666667,1526.26,0,2,5.0,1.2,5.0,3.1666666666666665,0,Regular Moderate-Value Customers,0
CUST_0030,2,174.41,348.82,1,1,1.8666666666666667,1.0714285714285714,1.8666666666666667,3.0,2,Occasional Low-Spend Customers,0
CUST_0031,7,246.55285714285716,1725.8700000000001,1,3,5.133333333333334,1.3636363636363635,5.133333333333334,2.857142857142857,1,Premium Frequent Diners,0
CUST_0032,3,126.41333333333334,379.24,2,1,2.1666666666666665,1.3846153846153848,2.1666666666666665,3.3333333333333335,2,Occasional Low-Spend Customers,0
CUST_0033,4,169.575,678.3,3,0,3.6,1.1111111111111112,3.6,3.75,0,Regular Moderate-Value Customers,0
CUST_0034,4,219.3375,877.35,1,1,1.7,2.3529411764705883,1.7,2.75,2,Occasional Low-Spend Customers,0
CUST_0035,3,240.22,720.66,1,2,2.7333333333333334,1.0975609756097562,2.7333333333333334,2.6666666666666665,2,Occasional Low-Spend Customers,0
CUST_0036,1,136.03,136.03,0,0,1.0,1.0,1.0,2.0,2,Occasional Low-Spend Customers,1
CUST_0037,3,133.23666666666668,399.71000000000004,1,0,2.1,1.4285714285714286,2.1,2.6666666666666665,2,Occasional Low-Spend Customers,0
CUST_0038,4,237.185,948.74,1,3,2.8666666666666667,1.3953488372093024,2.8666666666666667,2.5,0,Regular Moderate-Value Customers,0
CUST_0039,5,175.368,876.84,1,1,3.6,1.3888888888888888,3.6,3.6,0,Regular Moderate-Value Customers,0
CUST_0040,2,135.85500000000002,271.71000000000004,1,0,4.733333333333333,0.4225352112676056,4.733333333333333,3.0,0,Regular Moderate-Value Customers,0
CUST_0041,4,324.0325,1296.13,0,1,4.133333333333334,0.9677419354838709,4.133333333333334,3.75,0,Regular Moderate-Value Customers,0
CUST_0042,5,192.042,960.21,1,2,4.533333333333333,1.1029411764705883,4.533333333333333,3.4,0,Regular Moderate-Value Customers,0
CUST_0043,5,155.95,779.75,0,1,4.433333333333334,1.1278195488721805,4.433333333333334,3.6,0,Regular Moderate-Value Customers,0
CUST_0044,8,291.4075,2331.26,1,4,4.0,2.0,4.0,3.0,1,Premium Frequent Diners,0
CUST_0045,4,234.1775,936.71,2,3,4.066666666666666,0.9836065573770493,4.066666666666666,4.0,0,Regular Moderate-Value Customers,0
CUST_0046,5,265.172,1325.8600000000001,1,2,3.933333333333333,1.2711864406779663,3.933333333333333,3.2,0,Regular Moderate-Value Customers,0
CUST_0047,8,250.625,2005.0,3,2,4.766666666666667,1.6783216783216783,4.766666666666667,3.375,1,Premium Frequent Diners,0
CUST_0048,3,145.1966666666667,435.59000000000003,2,0,4.666666666666667,0.6428571428571428,4.666666666666667,3.0,0,Regular Moderate-Value Customers,0
CUST_0049,4,181.245,724.98,1,1,1.9333333333333333,2.0689655172413794,1.9333333333333333,3.75,2,Occasional Low-Spend Customers,0
CUST_0051,6,155.63666666666666,933.8199999999999,3,2,5.366666666666666,1.1180124223602486,5.366666666666666,3.6666666666666665,0,Regular Moderate-Value Customers,0
CUST_0052,8,139.8,1118.4,3,3,5.166666666666667,1.5483870967741935,5.166666666666667,3.5,1,Premium Frequent Diners,0
CUST_0053,5,239.092,1195.46,3,1,3.466666666666667,1.4423076923076923,3.466666666666667,3.2,0,Regular Moderate-Value Customers,0
CUST_0054,6,135.74333333333334,814.46,2,2,2.8333333333333335,2.1176470588235294,2.8333333333333335,3.0,2,Occasional Low-Spend Customers,0
CUST_0055,5,138.156,690.78,0,1,3.2666666666666666,1.530612244897959,3.2666666666666666,3.6,2,Occasional Low-Spend Customers,0
CUST_0056,9,169.64333333333332,1526.79,3,3,4.566666666666666,1.9708029197080292,4.566666666666666,3.4444444444444446,1,Premium Frequent Diners,0
CUST_0057,6,194.19333333333336,1165.16,2,3,5.533333333333333,1.0843373493975903,5.533333333333333,3.5,1,Premium Frequent Diners,0
CUST_0058,2,180.03,360.06,1,0,1.0,2.0,1.0,4.0,2,Occasional Low-Spend Customers,0
CUST_0059,8,187.405,1499.24,2,4,4.266666666666667,1.875,4.266666666666667,3.125,1,Premium Frequent Diners,0
CUST_0060,6,262.085,1572.51,5,2,4.933333333333334,1.2162162162162162,4.933333333333334,3.0,1,Premium Frequent Diners,0
CUST_0061,6,175.8033333333333,1054.82,0,3,5.433333333333334,1.1042944785276072,5.433333333333334,3.1666666666666665,0,Regular Moderate-Value Customers,0
CUST_0062,4,215.36,861.44,1,0,4.266666666666667,0.9375,4.266666666666667,2.25,0,Regular Moderate-Value Customers,0
CUST_0063,3,220.57000000000002,661.71,0,1,5.733333333333333,0.5232558139534884,5.733333333333333,4.666666666666667,0,Regular Moderate-Value Customers,-1
CUST_0064,3,319.88,959.64,2,1,3.3666666666666667,0.8910891089108911,3.3666666666666667,3.0,0,Regular Moderate-Value Customers,0
CUST_0065,7,243.08857142857144,1701.6200000000001,2,1,5.533333333333333,1.2650602409638554,5.533333333333333,3.2857142857142856,1,Premium Frequent Diners,0
CUST_0066,3,167.47333333333333,502.42,1,1,2.9,1.0344827586206897,2.9,4.0,2,Occasional Low-Spend Customers,0
CUST_0067,6,365.1933333333333,2191.16,1,1,5.4,1.111111111111111,5.4,3.1666666666666665,1,Premium Frequent Diners,0
CUST_0068,4,117.895,471.58,1,1,3.7666666666666666,1.0619469026548674,3.7666666666666666,4.5,0,Regular Moderate-Value Customers,0
CUST_0069,5,230.38000000000002,1151.9,2,3,4.9,1.0204081632653061,4.9,3.8,0,Regular Moderate-Value Customers,0
CUST_0070,5,216.69,1083.45,0,1,3.4,1.4705882352941178,3.4,2.6,0,Regular Moderate-Value Customers,0
CUST_0071,4,238.8475,955.39,2,1,5.2,0.7692307692307692,5.2,3.25,0,Regular Moderate-Value Customers,0
CUST_0072,6,236.67833333333337,1420.0700000000002,1,1,5.2,1.1538461538461537,5.2,2.6666666666666665,0,Regular Moderate-Value Customers,0
CUST_0073,4,273.175,1092.7,1,1,5.466666666666667,0.7317073170731707,5.466666666666667,3.75,0,Regular Moderate-Value Customers,0
CUST_0074,7,164.18428571428572,1149.29,3,3,5.6,1.25,5.6,3.2857142857142856,1,Premium Frequent Diners,0
CUST_0075,3,149.06666666666666,447.2,1,0,1.3,2.3076923076923075,1.3,3.0,2,Occasional Low-Spend Customers,0
CUST_0076,5,227.48000000000002,1137.4,1,1,4.966666666666667,1.006711409395973,4.966666666666667,2.4,0,Regular Moderate-Value Customers,0
CUST_0077,11,163.0290909090909,1793.32,2,6,5.8,1.896551724137931,5.8,3.090909090909091,1,Premium Frequent Diners,-1
CUST_0078,2,149.86,299.72,1,1,1.0,2.0,1.0,3.0,2,Occasional Low-Spend Customers,0
CUST_0079,4,182.88,731.52,1,3,3.7666666666666666,1.0619469026548674,3.7666666666666666,3.25,0,Regular Moderate-Value Customers,0
CUST_0080,8,197.025,1576.2,1,2,4.766666666666667,1.6783216783216783,4.766666666666667,3.0,1,Premium Frequent Diners,0
CUST_0081,4,199.0325,796.13,3,0,4.433333333333334,0.9022556390977443,4.433333333333334,3.5,0,Regular Moderate-Value Customers,0
CUST_0082,6,229.56500000000003,1377.39,0,2,4.933333333333334,1.2162162162162162,4.933333333333334,3.1666666666666665,0,Regular Moderate-Value Customers,0
CUST_0083,4,267.9075,1071.63,0,2,3.033333333333333,1.3186813186813187,3.033333333333333,3.25,0,Regular Moderate-Value Customers,0
CUST_0084,4,284.1075,1136.43,2,2,1.4666666666666666,2.7272727272727275,1.4666666666666666,3.0,2,Occasional Low-Spend Customers,0
CUST_0085,4,140.9575,563.83,1,1,2.033333333333333,1.9672131147540985,2.033333333333333,4.0,2,Occasional Low-Spend Customers,0
CUST_0086,9,236.17999999999998,2125.62,0,2,4.8,1.875,4.8,3.4444444444444446,1,Premium Frequent Diners,0
CUST_0087,6,202.71333333333334,1216.28,3,2,3.6,1.6666666666666665,3.6,3.1666666666666665,1,Premium Frequent Diners,0
CUST_0088,9,190.61666666666667,1715.55,5,2,4.7,1.9148936170212765,4.7,3.2222222222222223,1,Premium Frequent Diners,0
CUST_0089,6,208.15333333333334,1248.92,1,3,4.0,1.5,4.0,2.8333333333333335,1,Premium Frequent Diners,0
CUST_0090,5,172.98399999999998,864.92,1,0,3.8666666666666667,1.293103448275862,3.8666666666666667,3.4,0,Regular Moderate-Value Customers,0
CUST_0091,4,166.5625,666.25,1,2,2.433333333333333,1.6438356164383563,2.433333333333333,3.25,2,Occasional Low-Spend Customers,0
CUST_0092,5,204.908,1024.54,3,1,3.7,1.3513513513513513,3.7,3.6,0,Regular Moderate-Value Customers,0
CUST_0093,9,167.37444444444444,1506.37,4,4,5.1,1.7647058823529413,5.1,2.888888888888889,1,Premium Frequent Diners,0
CUST_0094,3,154.82666666666668,464.48,1,0,3.3,0.9090909090909092,3.3,2.6666666666666665,0,Regular Moderate-Value Customers,0
CUST_0095,8,192.64625,1541.17,4,2,3.8666666666666667,2.0689655172413794,3.8666666666666667,3.125,1,Premium Frequent Diners,0
CUST_0096,5,128.25799999999998,641.29,1,1,3.7,1.3513513513513513,3.7,3.6,0,Regular Moderate-Value Customers,0
CUST_0097,3,312.06,936.1800000000001,1,3,2.7,1.111111111111111,2.7,2.6666666666666665,2,Occasional Low-Spend Customers,0
CUST_0098,1,176.44,176.44,0,0,1.0,1.0,1.0,4.0,2,Occasional Low-Spend Customers,0
CUST_0099,6,228.96666666666667,1373.8,2,1,3.2333333333333334,1.8556701030927836,3.2333333333333334,2.8333333333333335,0,Regular Moderate-Value Customers,0
CUST_0100,1,225.24,225.24,0,0,1.0,1.0,1.0,3.0,2,Occasional Low-Spend Customers,0
CUST_0101,6,142.23666666666665,853.42,2,2,5.033333333333333,1.1920529801324504,5.033333333333333,2.8333333333333335,0,Regular Moderate-Value Customers,0
CUST_0102,2,220.72,441.44,1,1,2.0,1.0,2.0,3.0,2,Occasional Low-Spend Customers,0
CUST_0103,4,152.64,610.56,2,2,5.033333333333333,0.794701986754967,5.033333333333333,3.25,0,Regular Moderate-Value Customers,0
CUST_0104,7,259.71857142857147,1818.0300000000002,3,3,5.433333333333334,1.2883435582822085,5.433333333333334,3.4285714285714284,1,Premium Frequent Diners,0
CUST_0105,9,192.90666666666667,1736.16,2,2,3.8666666666666667,2.3275862068965516,3.8666666666666667,3.3333333333333335,1,Premium Frequent Diners,0
CUST_0106,6,273.1433333333333,1638.86,1,0,4.3,1.3953488372093024,4.3,3.3333333333333335,0,Regular Moderate-Value Customers,0
CUST_0107,4,222.0125,888.05,1,1,2.4,1.6666666666666667,2.4,3.5,2,Occasional Low-Spend Customers,0
CUST_0108,3,255.82333333333335,767.47,0,1,5.133333333333334,0.5844155844155844,5.133333333333334,3.0,0,Regular Moderate-Value Customers,0
CUST_0109,4,172.7,690.8,1,0,3.8666666666666667,1.0344827586206897,3.8666666666666667,2.5,0,Regular Moderate-Value Customers,0
CUST_0110,5,203.43,1017.1500000000001,2,2,4.033333333333333,1.2396694214876034,4.033333333333333,3.8,0,Regular Moderate-Value Customers,0
CUST_0111,4,162.16,648.64,1,1,5.6,0.7142857142857143,5.6,2.75,0,Regular Moderate-Value Customers,0
CUST_0112,6,223.045,1338.27,2,2,4.866666666666666,1.2328767123287672,4.866666666666666,3.1666666666666665,1,Premium Frequent Diners,0
CUST_0113,6,178.42499999999998,1070.55,2,1,4.9,1.2244897959183672,4.9,2.8333333333333335,0,Regular Moderate-Value Customers,0
CUST_0114,5,269.35,1346.75,1,1,2.566666666666667,1.9480519480519478,2.566666666666667,3.6,2,Occasional Low-Spend Customers,0
CUST_0115,8,182.70125,1461.61,3,1,3.8333333333333335,2.0869565217391304,3.8333333333333335,3.0,1,Premium Frequent Diners,0
CUST_0116,3,167.75666666666666,503.27,2,2,3.8,0.7894736842105263,3.8,2.6666666666666665,0,Regular Moderate-Value Customers,0
CUST_0117,2,169.745,339.49,0,1,1.0,2.0,1.0,2.5,2,Occasional Low-Spend Customers,0
CUST_0118,4,403.75,1615.0,1,0,1.5333333333333334,2.608695652173913,1.5333333333333334,3.0,2,Occasional Low-Spend Customers,-1
CUST_0119,2,200.23,400.46,0,0,4.666666666666667,0.42857142857142855,4.666666666666667,3.5,0,Regular Moderate-Value Customers,0
CUST_0120,3,159.83,479.49,1,0,3.566666666666667,0.8411214953271028,3.566666666666667,3.0,0,Regular Moderate-Value Customers,0
CUST_0121,5,159.038,795.19,0,3,4.833333333333333,1.0344827586206897,4.833333333333333,3.6,0,Regular Moderate-Value Customers,0
CUST_0122,7,155.13714285714286,1085.96,3,4,5.066666666666666,1.381578947368421,5.066666666666666,3.4285714285714284,1,Premium Frequent Diners,0
CUST_0123,5,205.27800000000002,1026.39,1,1,4.966666666666667,1.006711409395973,4.966666666666667,3.0,0,Regular Moderate-Value Customers,0
CUST_0124,2,257.07,514.14,0,2,1.0,2.0,1.0,4.5,2,Occasional Low-Spend Customers,-1
CUST_0125,6,167.0,1002.0,2,3,4.633333333333334,1.2949640287769784,4.633333333333334,3.0,1,Premium Frequent Diners,0
CUST_0126,2,205.955,411.91,1,0,2.8666666666666667,0.6976744186046512,2.8666666666666667,1.5,0,Regular Moderate-Value Customers,0
CUST_0127,4,188.2125,752.85,3,1,3.433333333333333,1.1650485436893205,3.433333333333333,2.75,0,Regular Moderate-Value Customers,0
CUST_0128,10,181.466,1814.66,2,3,3.8,2.6315789473684212,3.8,3.5,1,Premium Frequent Diners,0
CUST_0129,2,211.245,422.49,0,2,2.4,0.8333333333333334,2.4,3.0,2,Occasional Low-Spend Customers,0
CUST_0130,6,188.12333333333333,1128.74,2,1,5.466666666666667,1.0975609756097562,5.466666666666667,3.0,0,Regular Moderate-Value Customers,0
CUST_0131,5,255.002,1275.01,0,1,5.8,0.8620689655172414,5.8,2.8,0,Regular Moderate-Value Customers,0
CUST_0132,6,147.90833333333333,887.45,0,3,3.9,1.5384615384615385,3.9,3.0,0,Regular Moderate-Value Customers,0
CUST_0133,9,227.24666666666667,2045.22,2,3,5.266666666666667,1.7088607594936709,5.266666666666667,3.5555555555555554,1,Premium Frequent Diners,0
CUST_0134,3,338.32666666666665,1014.98,1,1,4.1,0.7317073170731708,4.1,3.0,0,Regular Moderate-Value Customers,0
CUST_0135,5,161.78199999999998,808.91,1,2,2.3333333333333335,2.142857142857143,2.3333333333333335,2.6,2,Occasional Low-Spend Customers,0
CUST_0136,5,256.322,1281.6100000000001,2,1,4.833333333333333,1.0344827586206897,4.833333333333333,3.4,0,Regular Moderate-Value Customers,0
CUST_0137,3,219.60666666666668,658.82,2,0,3.933333333333333,0.7627118644067797,3.933333333333333,3.0,0,Regular Moderate-Value Customers,0
CUST_0138,8,177.30625,1418.45,3,2,4.033333333333333,1.9834710743801653,4.033333333333333,3.125,1,Premium Frequent Diners,0
CUST_0139,7,231.27714285714288,1618.94,3,1,5.033333333333333,1.390728476821192,5.033333333333333,2.857142857142857,1,Premium Frequent Diners,0
CUST_0140,2,380.475,760.95,1,1,1.0,2.0,1.0,2.5,2,Occasional Low-Spend Customers,-1
CUST_0141,6,216.42666666666665,1298.56,3,5,4.4,1.3636363636363635,4.4,3.3333333333333335,1,Premium Frequent Diners,0
CUST_0142,4,143.1175,572.47,1,1,4.333333333333333,0.9230769230769231,4.333333333333333,3.25,0,Regular Moderate-Value Customers,0
CUST_0143,3,167.25,501.75,0,0,4.066666666666666,0.7377049180327869,4.066666666666666,2.3333333333333335,0,Regular Moderate-Value Customers,0
CUST_0144,8,198.09875,1584.79,4,2,5.833333333333333,1.3714285714285714,5.833333333333333,3.5,1,Premium Frequent Diners,0
CUST_0145,4,267.71500000000003,1070.8600000000001,2,2,4.9,0.8163265306122448,4.9,3.0,0,Regular Moderate-Value Customers,0
CUST_0146,7,135.47142857142856,948.3,2,2,4.233333333333333,1.6535433070866141,4.233333333333333,3.0,1,Premium Frequent Diners,0
CUST_0147,7,201.65857142857143,1411.6100000000001,1,1,3.8666666666666667,1.8103448275862069,3.8666666666666667,3.5714285714285716,1,Premium Frequent Diners,0
CUST_0148,4,213.0275,852.11,1,2,4.9,0.8163265306122448,4.9,3.0,0,Regular Moderate-Value Customers,0
CUST_0149,7,179.3842857142857,1255.69,2,4,4.866666666666666,1.4383561643835618,4.866666666666666,3.0,1,Premium Frequent Diners,0
CUST_0150,1,253.6,253.6,0,0,1.0,1.0,1.0,3.0,2,Occasional Low-Spend Customers,0
CUST_0151,1,329.51,329.51,0,1,1.0,1.0,1.0,3.0,2,Occasional Low-Spend Customers,0
CUST_0152,4,127.555,510.22,1,1,3.8,1.0526315789473684,3.8,2.5,0,Regular Moderate-Value Customers,0
CUST_0153,3,203.82000000000002,611.46,2,1,3.933333333333333,0.7627118644067797,3.933333333333333,3.3333333333333335,0,Regular Moderate-Value Customers,0
CUST_0154,5,236.06799999999998,1180.34,2,1,1.3333333333333333,3.75,1.3333333333333333,3.4,2,Occasional Low-Spend Customers,2
CUST_0155,5,245.13599999999997,1225.6799999999998,1,1,4.6,1.0869565217391306,4.6,2.6,0,Regular Moderate-Value Customers,0
CUST_0156,5,209.94,1049.7,2,2,4.8,1.0416666666666667,4.8,2.2,0,Regular Moderate-Value Customers,0
CUST_0157,4,191.065,764.26,0,1,2.2333333333333334,1.791044776119403,2.2333333333333334,3.5,2,Occasional Low-Spend Customers,0
CUST_0158,8,200.89875,1607.19,2,4,5.766666666666667,1.3872832369942196,5.766666666666667,3.125,1,Premium Frequent Diners,0
CUST_0159,3,171.13666666666666,513.41,1,0,1.7,1.7647058823529411,1.7,3.3333333333333335,2,Occasional Low-Spend Customers,0
CUST_0160,6,201.62666666666667,1209.76,1,1,5.2,1.1538461538461537,5.2,2.8333333333333335,0,Regular Moderate-Value Customers,0
CUST_0161,4,306.3125,1225.25,2,1,2.2666666666666666,1.7647058823529411,2.2666666666666666,3.25,2,Occasional Low-Spend Customers,0
CUST_0162,4,179.7025,718.81,0,1,2.5,1.6,2.5,2.5,2,Occasional Low-Spend Customers,0
CUST_0163,6,223.35666666666668,1340.14,1,3,5.9,1.0169491525423728,5.9,3.0,1,Premium Frequent Diners,0
CUST_0164,6,198.6,1191.6,1,3,4.466666666666667,1.3432835820895521,4.466666666666667,3.1666666666666665,0,Regular Moderate-Value Customers,0
CUST_0165,9,195.19222222222223,1756.73,3,3,4.866666666666666,1.8493150684931507,4.866666666666666,3.3333333333333335,1,Premium Frequent Diners,0
CUST_0166,8,158.7375,1269.9,4,4,4.933333333333334,1.6216216216216215,4.933333333333334,3.0,1,Premium Frequent Diners,0
CUST_0167,6,262.88166666666666,1577.29,1,2,4.7,1.276595744680851,4.7,3.6666666666666665,1,Premium Frequent Diners,0
CUST_0168,2,103.22,206.44,0,2,1.1333333333333333,1.7647058823529411,1.1333333333333333,4.0,2,Occasional Low-Spend Customers,0
CUST_0169,5,207.83,1039.15,0,3,4.966666666666667,1.006711409395973,4.966666666666667,2.6,0,Regular Moderate-Value Customers,0
CUST_0170,7,345.0314285714286,2415.2200000000003,1,1,4.6,1.5217391304347827,4.6,3.0,1,Premium Frequent Diners,0
CUST_0171,4,227.2475,908.99,0,2,4.9,0.8163265306122448,4.9,3.0,0,Regular Moderate-Value Customers,0
CUST_0172,6,225.975,1355.85,2,2,5.2,1.1538461538461537,5.2,3.3333333333333335,1,Premium Frequent Diners,0
CUST_0173,3,230.87,692.61,0,1,3.2666666666666666,0.9183673469387755,3.2666666666666666,2.6666666666666665,0,Regular Moderate-Value Customers,0
CUST_0174,1,100.0,100.0,1,0,1.0,1.0,1.0,3.0,2,Occasional Low-Spend Customers,0
CUST_0175,7,265.95142857142855,1861.6599999999999,0,4,4.966666666666667,1.4093959731543624,4.966666666666667,2.857142857142857,1,Premium Frequent Diners,0
CUST_0176,6,250.885,1505.31,3,3,5.3,1.1320754716981132,5.3,3.5,1,Premium Frequent Diners,0
CUST_0177,5,159.142,795.71,1,2,5.566666666666666,0.8982035928143713,5.566666666666666,3.2,0,Regular Moderate-Value Customers,0
CUST_0178,6,241.07666666666668,1446.46,2,2,2.1333333333333333,2.8125,2.1333333333333333,3.0,2,Occasional Low-Spend Customers,0
CUST_0179,4,234.5375,938.15,1,1,3.033333333333333,1.3186813186813187,3.033333333333333,2.5,0,Regular Moderate-Value Customers,0
CUST_0180,6,188.75833333333333,1132.55,3,2,5.366666666666666,1.1180124223602486,5.366666666666666,3.6666666666666665,1,Premium Frequent Diners,0
CUST_0181,6,203.5566666666667,1221.3400000000001,1,4,4.466666666666667,1.3432835820895521,4.466666666666667,3.0,1,Premium Frequent Diners,0
CUST_0182,2,176.70499999999998,353.40999999999997,0,1,2.933333333333333,0.6818181818181819,2.933333333333333,4.5,2,Occasional Low-Spend Customers,0
CUST_0183,3,172.09333333333333,516.28,0,1,3.966666666666667,0.7563025210084033,3.966666666666667,2.3333333333333335,0,Regular Moderate-Value Customers,0
CUST_0184,5,206.37800000000001,1031.89,2,1,2.966666666666667,1.6853932584269662,2.966666666666667,2.6,2,Occasional Low-Spend Customers,0
CUST_0185,1,188.41,188.41,1,0,1.0,1.0,1.0,4.0,2,Occasional Low-Spend Customers,0
CUST_0186,6,327.4816666666666,1964.8899999999999,1,2,5.266666666666667,1.139240506329114,5.266666666666667,3.6666666666666665,1,Premium Frequent Diners,0
CUST_0187,8,445.89875,3567.19,2,3,3.533333333333333,2.2641509433962264,3.533333333333333,2.625,1,Premium Frequent Diners,-1
CUST_0188,4,181.72,726.88,1,2,4.1,0.9756097560975611,4.1,3.5,0,Regular Moderate-Value Customers,0
CUST_0189,4,228.535,914.14,0,0,2.6,1.5384615384615383,2.6,3.5,2,Occasional Low-Spend Customers,0
CUST_0190,2,240.73,481.46,1,0,2.1333333333333333,0.9375,2.1333333333333333,2.0,2,Occasional Low-Spend Customers,0
CUST_0191,5,172.54000000000002,862.7,1,2,3.066666666666667,1.6304347826086956,3.066666666666667,3.0,2,Occasional Low-Spend Customers,0
CUST_0192,8,232.60125,1860.81,5,2,4.133333333333334,1.9354838709677418,4.133333333333334,3.5,1,Premium Frequent Diners,0
CUST_0193,3,196.89333333333335,590.6800000000001,2,1,3.966666666666667,0.7563025210084033,3.966666666666667,2.3333333333333335,0,Regular Moderate-Value Customers,0
CUST_0194,2,155.39499999999998,310.78999999999996,1,1,1.9666666666666666,1.0169491525423728,1.9666666666666666,4.0,2,Occasional Low-Spend Customers,0
CUST_0195,4,207.945,831.78,3,0,2.433333333333333,1.6438356164383563,2.433333333333333,2.75,2,Occasional Low-Spend Customers,0
CUST_0196,5,158.978,794.89,1,3,4.366666666666666,1.1450381679389314,4.366666666666666,3.2,0,Regular Moderate-Value Customers,0
CUST_0197,5,216.16,1080.8,1,0,4.2,1.1904761904761905,4.2,3.6,0,Regular Moderate-Value Customers,0
CUST_0198,3,170.28333333333333,510.85,3,2,1.8,1.6666666666666665,1.8,3.6666666666666665,2,Occasional Low-Spend Customers,0
CUST_0199,4,240.8675,963.47,2,1,4.2,0.9523809523809523,4.2,2.5,0,Regular Moderate-Value Customers,0
CUST_0200,5,337.07399999999996,1685.37,1,3,2.2,2.2727272727272725,2.2,3.4,2,Occasional Low-Spend Customers,0
CUST_0201,3,143.20333333333335,429.61,3,1,1.8333333333333333,1.6363636363636365,1.8333333333333333,3.3333333333333335,2,Occasional Low-Spend Customers,0
CUST_0202,5,196.192,980.96,1,2,4.433333333333334,1.1278195488721805,4.433333333333334,3.4,0,Regular Moderate-Value Customers,0
CUST_0203,6,197.1,1182.6,3,4,4.933333333333334,1.2162162162162162,4.933333333333334,3.3333333333333335,1,Premium Frequent Diners,0
CUST_0204,7,162.68428571428572,1138.79,1,3,3.7,1.8918918918918919,3.7,2.857142857142857,1,Premium Frequent Diners,0
