customer_id,age,gender,city,signup_date,membership_type
CUST_0278,41,Male,Bengaluru,2025-09-18 04:05:05,Regular
CUST_0279,50,Female,Chennai,2025-02-06 07:53:03,Premium
CUST_0280,41,Female,Bengaluru,2025-01-01 23:32:37,Regular
CUST_0281,28,Female,Hyderabad,2024-01-12 00:54:52,Premium
CUST_0282,25,Male,Hyderabad,2024-07-15 16:49:46,Regular
CUST_0283,53,Male,Pune,2025-09-21 23:52:34,Premium
CUST_0284,55,Female,Mumbai,2024-09-07 03:55:33,Regular
CUST_0285,57,Female,Mumbai,2025-07-30 16:44:57,Regular
CUST_0286,37,Female,Mumbai,2025-04-14 00:32:41,Regular
CUST_0287,52,Male,Pune,2025-01-10 00:28:47,Regular
CUST_0288,42,Female,Hyderabad,2024-05-05 07:10:53,Regular
CUST_0289,52,Male,Bengaluru,2024-07-10 03:35:48,Premium
CUST_0290,42,Male,Pune,2024-12-28 18:36:59,Premium
CUST_0291,46,Female,Pune,2025-01-10 22:03:45,Regular
CUST_0292,35,Male,Bengaluru,2024-09-19 14:03:20,Premium
CUST_0293,63,Female,Mumbai,2025-10-14 22:30:47,Premium
CUST_0294,35,Male,Chennai,2025-12-11 21:58:58,Regular
CUST_0295,19,Male,Bengaluru,2025-01-11 19:15:03,Regular
CUST_0296,52,Female,Hyderabad,2025-10-05 21:39:41,Regular
CUST_0297,33,Female,Delhi,2024-08-02 21:33:44,Regular
CUST_0298,58,Female,Delhi,2025-08-26 16:22:53,Regular
CUST_0299,53,Female,Pune,2025-03-16 14:18:22,Premium
CUST_0300,50,Female,Delhi,2024-11-02 18:19:14,Regular
CUST_0301,21,Female,Chennai,2025-10-30 09:32:02,Premium
CUST_0302,50,Female,Mumbai,2025-10-15 17:46:25,Regular
CUST_0303,31,Male,Hyderabad,2024-09-02 21:09:27,Regular
CUST_0304,38,Female,Chennai,2025-05-25 16:55:53,Premium
CUST_0305,37,Male,Hyderabad,2024-01-18 02:46:08,Premium
CUST_0306,25,Other,Hyderabad,2025-08-03 23:19:03,Regular
CUST_0307,24,Female,Mumbai,2025-10-26 14:18:46,Regular
CUST_0308,20,Male,Pune,2024-04-25 04:57:01,Regular
CUST_0309,34,Female,Delhi,2025-12-12 14:47:34,Regular
CUST_0310,50,Female,Mumbai,2025-10-03 20:32:02,Regular
CUST_0311,29,Male,Chennai,2024-06-22 17:07:12,Regular
CUST_0312,39,Female,Pune,2025-11-09 21:54:43,Regular
CUST_0313,39,Female,Chennai,2024-10-26 05:39:36,Regular
CUST_0314,63,Male,Pune,2025-01-28 00:36:52,Regular
CUST_0315,47,Female,Chennai,2024-10-30 06:56:00,Regular
CUST_0316,55,Male,Mumbai,2024-11-20 14:02:54,Regular
CUST_0317,55,Female,Pune,2024-04-20 14:52:20,Regular
CUST_0318,62,Other,Pune,2024-10-08 15:34:36,Premium
CUST_0319,25,Female,Hyderabad,2024-06-19 09:39:51,Regular
CUST_0320,44,Male,Hyderabad,2024-06-12 22:24:04,Premium
CUST_0321,44,Female,Bengaluru,2025-04-13 14:24:59,Regular
CUST_0322,51,Female,Chennai,2024-04-23 20:41:35,Regular
CUST_0323,38,Male,Hyderabad,2025-09-03 20:12:56,Regular
CUST_0324,47,Female,Bengaluru,2024-01-25 09:42:22,Regular
CUST_0325,50,Male,Hyderabad,2025-04-13 11:35:28,Regular
CUST_0326,45,Female,Chennai,2024-04-17 22:37:23,Premium
CUST_0327,64,Male,Pune,2025-09-15 01:57:54,Regular
CUST_0328,50,Male,Delhi,2024-07-29 05:31:45,Regular
CUST_0329,22,Male,Chennai,2025-06-13 14:52:46,Regular
CUST_0330,36,Female,Mumbai,2025-06-04 22:47:03,Regular
CUST_0331,21,Male,Hyderabad,2025-02-25 07:17:42,Regular
CUST_0332,52,Female,Hyderabad,2024-06-10 16:44:56,Regular
CUST_0333,34,Male,Pune,2024-08-06 16:47:29,Regular
CUST_0334,61,Male,Mumbai,2024-03-05 06:38:55,Regular
CUST_0335,45,Female,Pune,2024-02-12 13:50:21,Regular
CUST_0336,47,Female,Mumbai,2025-03-17 02:26:38,Regular
CUST_0337,46,Male,Delhi,2024-06-23 11:24:21,Regular
CUST_0338,63,Female,Hyderabad,2025-04-05 10:24:10,Regular
CUST_0339,23,Female,Hyderabad,2024-09-09 01:22:42,Premium
CUST_0340,52,Female,Delhi,2024-04-22 02:43:19,Regular
CUST_0341,58,Male,Bengaluru,2024-03-21 16:25:38,Premium
CUST_0342,54,Male,Pune,2024-12-18 10:29:33,Premium
CUST_0343,41,Female,Delhi,2025-07-18 17:15:39,Regular
CUST_0344,46,Male,Pune,2025-12-23 19:41:00,Regular
CUST_0345,63,Female,Chennai,2025-05-21 10:47:08,Premium
CUST_0346,48,Female,Hyderabad,2025-05-24 20:13:19,Regular
CUST_0347,52,Female,Pune,2025-05-02 23:30:41,Regular
CUST_0348,50,Female,Mumbai,2024-10-29 16:09:16,Regular
CUST_0349,38,Other,Pune,2024-04-08 22:25:00,Regular
CUST_0350,49,Male,Chennai,2024-12-23 11:26:10,Regular
CUST_0351,40,Female,Hyderabad,2024-12-11 13:34:50,Premium
CUST_0352,50,Male,Delhi,2025-04-20 16:33:41,Regular
CUST_0353,20,Male,Chennai,2024-05-13 18:06:07,Regular
CUST_0354,35,Female,Hyderabad,2025-05-05 19:42:57,Premium
CUST_0355,42,Female,Pune,2025-12-14 22:37:27,Regular
CUST_0356,59,Other,Bengaluru,2024-06-25 19:14:24,Premium
CUST_0357,48,Female,Bengaluru,2024-02-01 00:46:46,Regular
CUST_0358,20,Male,Mumbai,2025-11-24 10:19:13,Regular
CUST_0359,57,Male,Hyderabad,2025-10-21 10:24:41,Premium
CUST_0360,63,Female,Bengaluru,2025-01-25 12:50:03,Regular
CUST_0361,41,Male,Delhi,2024-07-15 22:13:35,Premium
CUST_0362,49,Male,Hyderabad,2025-04-17 17:44:05,Premium
CUST_0363,64,Male,Delhi,2024-06-15 13:55:07,Premium
CUST_0364,39,Male,Delhi,2024-08-15 06:01:37,Regular
CUST_0365,40,Male,Bengaluru,2025-06-01 01:52:01,Premium
CUST_0366,19,Male,Hyderabad,2024-12-13 05:30:01,Regular
CUST_0367,44,Male,Pune,2025-08-31 20:46:04,Regular
CUST_0368,59,Male,Chennai,2025-06-11 03:34:15,Premium
CUST_0369,19,Other,Bengaluru,2025-11-28 22:57:50,Regular
CUST_0370,43,Male,Bengaluru,2025-02-01 01:25:50,Regular
CUST_0371,34,Male,Pune,2025-11-08 18:22:51,Premium
CUST_0372,57,Female,Hyderabad,2024-07-19 02:55:29,Regular
CUST_0373,50,Male,Hyderabad,2025-06-14 22:57:06,Regular
CUST_0374,26,Female,Delhi,2024-11-24 11:20:39,Premium
CUST_0375,60,Female,Pune,2025-07-13 23:46:30,Regular
CUST_0376,56,Male,Pune,2024-12-31 12:32:13,Premium
CUST_0377,46,Male,Hyderabad,2025-08-04 20:07:19,Regular
CUST_0378,59,Female,Delhi,2025-12-20 16:34:05,Regular
CUST_0379,43,Female,Bengaluru,2024-01-27 23:50:14,Regular
CUST_0380,52,Male,Mumbai,2024-11-14 05:47:33,Regular
CUST_0381,42,Female,Chennai,2025-03-23 04:17:32,Regular
CUST_0382,41,Male,Bengaluru,2024-09-12 03:17:58,Premium
CUST_0383,30,Other,Hyderabad,2025-01-17 02:55:48,Regular
CUST_0384,24,Male,Chennai,2025-12-02 04:48:38,Regular
CUST_0385,53,Female,Mumbai,2024-12-27 20:10:40,Regular
CUST_0386,62,Female,Mumbai,2024-04-14 15:53:52,Regular
CUST_0387,37,Female,Delhi,2024-01-27 01:06:37,Regular
CUST_0388,18,Female,Chennai,2025-05-23 14:12:04,Regular
CUST_0389,25,Male,Delhi,2024-04-30 06:11:24,Regular
CUST_0390,63,Male,Bengaluru,2025-04-29 07:58:12,Regular
CUST_0391,33,Male,Pune,2025-07-25 19:42:10,Regular
CUST_0392,31,Male,Pune,2025-11-30 03:06:28,Regular
CUST_0393,29,Female,Pune,2025-05-05 17:04:18,Regular
CUST_0394,40,Male,Chennai,2024-12-23 12:55:20,Regular
CUST_0395,32,Male,Pune,2025-04-22 18:53:12,Premium
CUST_0396,45,Other,Bengaluru,2025-11-04 08:37:41,Regular
CUST_0397,51,Female,Delhi,2024-01-18 01:02:22,Premium
CUST_0398,19,Female,Chennai,2025-11-09 23:54:56,Regular
CUST_0399,49,Other,Delhi,2024-02-21 18:30:14,Regular
CUST_0400,40,Male,Chennai,2024-06-02 07:17:42,Premium
CUST_0401,39,Male,Delhi,2025-01-10 17:36:31,Regular
CUST_0402,42,Female,Mumbai,2025-08-12 01:17:49,Premium
