review_id,order_id,customer_id,rating,review_text
REV_00065,ORD_00065,CUST_0197,4,Very good service and tasty food.
REV_00066,ORD_00066,CUST_0778,2,Very slow delivery and poor experience.
REV_00067,ORD_00067,CUST_0774,5,Great food and excellent service.
REV_00068,ORD_00068,CUST_0760,2,Very slow delivery and poor experience.
REV_00069,ORD_00069,CUST_0115,4,"Amazing experience, food arrived hot."
REV_00070,ORD_00070,CUST_0121,3,Average experience.
REV_00071,ORD_00071,CUST_0653,2,Very slow delivery and poor experience.
REV_00072,ORD_00072,CUST_0065,3,Food was okay but delivery took some time.
REV_00073,ORD_00073,CUST_0276,4,Loved the food and quick delivery.
REV_00074,ORD_00074,CUST_0825,3,Average experience.
REV_00075,ORD_00075,CUST_0239,3,The experience was okay.
REV_00076,ORD_00076,CUST_0302,3,Average experience.
REV_00077,ORD_00077,CUST_0392,4,Great food and excellent service.
REV_00078,ORD_00078,CUST_0522,4,Very good service and tasty food.
REV_00079,ORD_00079,CUST_0969,3,Delivery was acceptable.
REV_00080,ORD_00080,CUST_0369,4,"Amazing experience, food arrived hot."
REV_00081,ORD_00081,CUST_0233,4,Loved the food and quick delivery.
REV_00082,ORD_00082,CUST_0195,2,Food arrived late.
REV_00083,ORD_00083,CUST_0907,3,Food was decent but could be better.
REV_00084,ORD_00084,CUST_0012,3,Food was okay but delivery took some time.
REV_00085,ORD_00085,CUST_0906,3,Average experience.
REV_00086,ORD_00086,CUST_0921,2,Delivery was very late and food was cold.
REV_00087,ORD_00087,CUST_0689,3,Food was decent but could be better.
REV_00088,ORD_00088,CUST_0177,3,Delivery was acceptable.
REV_00089,ORD_00089,CUST_0217,3,Food was decent but could be better.
REV_00090,ORD_00090,CUST_0011,4,Food was delicious and delivery was fast.
REV_00091,ORD_00091,CUST_0446,4,Great food and excellent service.
REV_00092,ORD_00092,CUST_0630,4,Loved the food and quick delivery.
REV_00093,ORD_00093,CUST_0164,3,Food was decent but could be better.
REV_00094,ORD_00094,CUST_0551,3,Average experience.
REV_00095,ORD_00095,CUST_0053,2,Order was delayed and food was not hot.
REV_00096,ORD_00096,CUST_0218,3,Delivery was acceptable.
REV_00097,ORD_00097,CUST_0718,3,Delivery was acceptable.
REV_00098,ORD_00098,CUST_0999,4,Great food and excellent service.
REV_00099,ORD_00099,CUST_0824,2,Very slow delivery and poor experience.
REV_00100,ORD_00100,CUST_0360,2,Food arrived late.
REV_00101,ORD_00101,CUST_0385,3,Average experience.
REV_00102,ORD_00102,CUST_0056,4,Loved the food and quick delivery.
REV_00103,ORD_00103,CUST_0118,3,The experience was okay.
REV_00104,ORD_00104,CUST_0900,4,"Amazing experience, food arrived hot."
REV_00105,ORD_00105,CUST_0253,4,Loved the food and quick delivery.
REV_00106,ORD_00106,CUST_0798,4,Very good service and tasty food.
REV_00107,ORD_00107,CUST_0780,2,The delivery took too long.
REV_00108,ORD_00108,CUST_0803,3,Delivery was acceptable.
REV_00109,ORD_00109,CUST_0845,2,Very slow delivery and poor experience.
REV_00110,ORD_00110,CUST_0180,4,Great food and excellent service.
REV_00111,ORD_00111,CUST_0415,3,Average experience.
REV_00112,ORD_00112,CUST_0870,3,The experience was okay.
REV_00113,ORD_00113,CUST_0235,3,Delivery was acceptable.
REV_00114,ORD_00114,CUST_0855,4,Food was delicious and delivery was fast.
REV_00115,ORD_00115,CUST_0708,3,Food was okay but delivery took some time.
REV_00116,ORD_00116,CUST_0820,3,Food was okay but delivery took some time.
REV_00117,ORD_00117,CUST_0080,4,Great food and excellent service.
REV_00118,ORD_00118,CUST_0647,1,Food arrived late.
REV_00119,ORD_00119,CUST_0022,2,Order was delayed and food was not hot.
REV_00120,ORD_00120,CUST_0477,4,Loved the food and quick delivery.
REV_00121,ORD_00121,CUST_0843,4,Food was delicious and delivery was fast.
REV_00122,ORD_00122,CUST_0440,2,Order was delayed and food was not hot.
REV_00123,ORD_00123,CUST_0737,4,Very good service and tasty food.
REV_00124,ORD_00124,CUST_0570,3,The experience was okay.
REV_00125,ORD_00125,CUST_0093,3,Delivery was acceptable.
REV_00126,ORD_00126,CUST_0192,3,The experience was okay.
REV_00127,ORD_00127,CUST_0103,3,Food was decent but could be better.
REV_00128,ORD_00128,CUST_0396,3,The experience was okay.
REV_00129,ORD_00129,CUST_0007,2,Delivery was very late and food was cold.
REV_00130,ORD_00130,CUST_0640,4,Food was delicious and delivery was fast.
REV_00131,ORD_00131,CUST_0567,4,Loved the food and quick delivery.
REV_00132,ORD_00132,CUST_0231,3,Food was decent but could be better.
REV_00133,ORD_00133,CUST_0874,5,"Amazing experience, food arrived hot."
REV_00134,ORD_00134,CUST_0574,5,Food was delicious and delivery was fast.
REV_00135,ORD_00135,CUST_0240,2,Very slow delivery and poor experience.
REV_00136,ORD_00136,CUST_0090,4,Very good service and tasty food.
REV_00137,ORD_00137,CUST_0232,1,Food arrived late.
REV_00138,ORD_00138,CUST_0457,4,Very good service and tasty food.
REV_00139,ORD_00139,CUST_0233,2,Delivery was very late and food was cold.
REV_00140,ORD_00140,CUST_0354,4,"Amazing experience, food arrived hot."
REV_00141,ORD_00141,CUST_0333,3,The experience was okay.
REV_00142,ORD_00142,CUST_0439,2,Food arrived late.
REV_00143,ORD_00143,CUST_0375,5,Loved the food and quick delivery.
REV_00144,ORD_00144,CUST_0292,5,Food was delicious and delivery was fast.
REV_00145,ORD_00145,CUST_0345,5,"Amazing experience, food arrived hot."
REV_00146,ORD_00146,CUST_0664,3,The experience was okay.
REV_00147,ORD_00147,CUST_0428,3,The experience was okay.
REV_00148,ORD_00148,CUST_0657,3,Average experience.
REV_00149,ORD_00149,CUST_0130,3,Average experience.
REV_00150,ORD_00150,CUST_0141,4,"Amazing experience, food arrived hot."
REV_00151,ORD_00151,CUST_0415,3,Average experience.
REV_00152,ORD_00152,CUST_0093,2,The delivery took too long.
REV_00153,ORD_00153,CUST_0626,4,Loved the food and quick delivery.
REV_00154,ORD_00154,CUST_0284,2,Delivery was very late and food was cold.
REV_00155,ORD_00155,CUST_0956,4,Loved the food and quick delivery.
REV_00156,ORD_00156,CUST_0923,2,Very slow delivery and poor experience.
REV_00157,ORD_00157,CUST_0655,5,Very good service and tasty food.
REV_00158,ORD_00158,CUST_0223,1,Delivery was very late and food was cold.
REV_00159,ORD_00159,CUST_0744,3,Food was okay but delivery took some time.
REV_00160,ORD_00160,CUST_0463,3,Food was decent but could be better.
REV_00161,ORD_00161,CUST_0545,4,"Amazing experience, food arrived hot."
REV_00162,ORD_00162,CUST_0276,3,Average experience.
REV_00163,ORD_00163,CUST_0682,3,Food was okay but delivery took some time.
REV_00164,ORD_00164,CUST_0140,4,Great food and excellent service.
REV_00165,ORD_00165,CUST_0357,2,The delivery took too long.
REV_00166,ORD_00166,CUST_0713,3,Food was okay but delivery took some time.
REV_00167,ORD_00167,CUST_0023,4,Food was delicious and delivery was fast.
REV_00168,ORD_00168,CUST_0968,4,Very good service and tasty food.
REV_00169,ORD_00169,CUST_0736,2,Delivery was very late and food was cold.
REV_00170,ORD_00170,CUST_0880,3,The experience was okay.
REV_00171,ORD_00171,CUST_0270,4,Great food and excellent service.
REV_00172,ORD_00172,CUST_0859,5,Great food and excellent service.
REV_00173,ORD_00173,CUST_0665,5,Very good service and tasty food.
REV_00174,ORD_00174,CUST_0333,3,The experience was okay.
REV_00175,ORD_00175,CUST_0085,4,Great food and excellent service.
REV_00176,ORD_00176,CUST_0621,3,Food was decent but could be better.
REV_00177,ORD_00177,CUST_0031,2,The delivery took too long.
REV_00178,ORD_00178,CUST_0741,3,The experience was okay.
REV_00179,ORD_00179,CUST_0240,4,Very good service and tasty food.
REV_00180,ORD_00180,CUST_0890,2,Food arrived late.
REV_00181,ORD_00181,CUST_0363,4,Loved the food and quick delivery.
REV_00182,ORD_00182,CUST_0822,3,Average experience.
REV_00183,ORD_00183,CUST_0389,4,"Amazing experience, food arrived hot."
REV_00184,ORD_00184,CUST_0653,3,Delivery was acceptable.
REV_00185,ORD_00185,CUST_0668,3,Food was decent but could be better.
REV_00186,ORD_00186,CUST_0299,3,Delivery was acceptable.
REV_00187,ORD_00187,CUST_0857,4,Loved the food and quick delivery.
REV_00188,ORD_00188,CUST_0371,4,Very good service and tasty food.
REV_00189,ORD_00189,CUST_0099,4,Food was delicious and delivery was fast.
REV_00190,ORD_00190,CUST_0047,3,Average experience.
REV_00191,ORD_00191,CUST_0999,5,Great food and excellent service.
REV_00192,ORD_00192,CUST_0839,3,Food was okay but delivery took some time.
REV_00193,ORD_00193,CUST_0422,3,Food was decent but could be better.
REV_00194,ORD_00194,CUST_0480,4,Food was delicious and delivery was fast.
REV_00195,ORD_00195,CUST_0579,2,The delivery took too long.
REV_00196,ORD_00196,CUST_0062,2,The delivery took too long.
REV_00197,ORD_00197,CUST_0109,3,Average experience.
REV_00198,ORD_00198,CUST_0679,4,Loved the food and quick delivery.
REV_00199,ORD_00199,CUST_0549,3,Average experience.
REV_00200,ORD_00200,CUST_0119,4,Food was delicious and delivery was fast.
REV_00201,ORD_00201,CUST_0598,3,Food was okay but delivery took some time.
REV_00202,ORD_00202,CUST_0382,3,Food was okay but delivery took some time.
REV_00203,ORD_00203,CUST_0392,1,Food arrived late.
REV_00204,ORD_00204,CUST_0977,2,Delivery was very late and food was cold.
REV_00205,ORD_00205,CUST_0052,3,Food was okay but delivery took some time.
REV_00206,ORD_00206,CUST_0603,3,Food was decent but could be better.
REV_00207,ORD_00207,CUST_0289,2,Delivery was very late and food was cold.
REV_00208,ORD_00208,CUST_0337,5,Loved the food and quick delivery.
REV_00209,ORD_00209,CUST_0810,3,Average experience.
REV_00210,ORD_00210,CUST_0204,2,Very slow delivery and poor experience.
REV_00211,ORD_00211,CUST_0880,3,Delivery was acceptable.
REV_00212,ORD_00212,CUST_0238,1,Food arrived late.
REV_00213,ORD_00213,CUST_0382,5,Loved the food and quick delivery.
REV_00214,ORD_00214,CUST_0667,4,Great food and excellent service.
REV_00215,ORD_00215,CUST_0752,3,The experience was okay.
REV_00216,ORD_00216,CUST_0136,4,Loved the food and quick delivery.
REV_00217,ORD_00217,CUST_0407,4,Very good service and tasty food.
REV_00218,ORD_00218,CUST_0508,3,Average experience.
REV_00219,ORD_00219,CUST_0362,3,Delivery was acceptable.
REV_00220,ORD_00220,CUST_0381,3,Delivery was acceptable.
REV_00221,ORD_00221,CUST_0881,4,Great food and excellent service.
REV_00222,ORD_00222,CUST_0576,2,Delivery was very late and food was cold.
REV_00223,ORD_00223,CUST_0635,3,Food was okay but delivery took some time.
REV_00224,ORD_00224,CUST_0254,4,Very good service and tasty food.
REV_00225,ORD_00225,CUST_0477,3,Food was decent but could be better.
REV_00226,ORD_00226,CUST_0114,3,Delivery was acceptable.
REV_00227,ORD_00227,CUST_0020,3,Delivery was acceptable.
REV_00228,ORD_00228,CUST_0528,1,Order was delayed and food was not hot.
REV_00229,ORD_00229,CUST_0145,3,Food was okay but delivery took some time.
REV_00230,ORD_00230,CUST_0208,4,Food was delicious and delivery was fast.
REV_00231,ORD_00231,CUST_0531,4,Food was delicious and delivery was fast.
REV_00232,ORD_00232,CUST_0376,3,Delivery was acceptable.
REV_00233,ORD_00233,CUST_0504,3,Food was decent but could be better.
REV_00234,ORD_00234,CUST_0904,2,Delivery was very late and food was cold.
REV_00235,ORD_00235,CUST_0166,3,Average experience.
REV_00236,ORD_00236,CUST_0550,3,Average experience.
REV_00237,ORD_00237,CUST_0181,3,Average experience.
REV_00238,ORD_00238,CUST_0861,4,Loved the food and quick delivery.
REV_00239,ORD_00239,CUST_0617,3,Delivery was acceptable.
REV_00240,ORD_00240,CUST_0612,2,Food arrived late.
REV_00241,ORD_00241,CUST_0602,3,Delivery was acceptable.
REV_00242,ORD_00242,CUST_0927,2,Food arrived late.
REV_00243,ORD_00243,CUST_0812,2,Very slow delivery and poor experience.
REV_00244,ORD_00244,CUST_0444,3,Delivery was acceptable.
REV_00245,ORD_00245,CUST_0332,3,Average experience.
REV_00246,ORD_00246,CUST_0503,2,Delivery was very late and food was cold.
REV_00247,ORD_00247,CUST_0913,3,Delivery was acceptable.
REV_00248,ORD_00248,CUST_0079,2,The delivery took too long.
REV_00249,ORD_00249,CUST_0585,4,Food was delicious and delivery was fast.
REV_00250,ORD_00250,CUST_0935,3,Food was okay but delivery took some time.
REV_00251,ORD_00251,CUST_0938,3,The experience was okay.
REV_00252,ORD_00252,CUST_0688,3,Food was okay but delivery took some time.
REV_00253,ORD_00253,CUST_0396,4,Food was delicious and delivery was fast.
REV_00254,ORD_00254,CUST_0608,4,Great food and excellent service.
REV_00255,ORD_00255,CUST_0857,3,Average experience.
REV_00256,ORD_00256,CUST_0103,4,Very good service and tasty food.
REV_00257,ORD_00257,CUST_0402,1,Order was delayed and food was not hot.
REV_00258,ORD_00258,CUST_0975,3,Delivery was acceptable.
REV_00259,ORD_00259,CUST_0224,3,Average experience.
REV_00260,ORD_00260,CUST_0518,4,Very good service and tasty food.
REV_00261,ORD_00261,CUST_0634,5,Food was delicious and delivery was fast.
REV_00262,ORD_00262,CUST_0236,3,Average experience.
REV_00263,ORD_00263,CUST_0427,4,Very good service and tasty food.
REV_00264,ORD_00264,CUST_0116,3,Food was okay but delivery took some time.
REV_00265,ORD_00265,CUST_0163,2,Order was delayed and food was not hot.
REV_00266,ORD_00266,CUST_0226,3,Food was decent but could be better.
REV_00267,ORD_00267,CUST_0230,2,Order was delayed and food was not hot.
REV_00268,ORD_00268,CUST_0182,5,"Amazing experience, food arrived hot."
REV_00269,ORD_00269,CUST_0249,3,Delivery was acceptable.
REV_00270,ORD_00270,CUST_0318,2,The delivery took too long.
REV_00271,ORD_00271,CUST_0965,2,Order was delayed and food was not hot.
REV_00272,ORD_00272,CUST_0210,4,Great food and excellent service.
REV_00273,ORD_00273,CUST_0656,3,Average experience.
REV_00274,ORD_00274,CUST_0392,2,Very slow delivery and poor experience.
REV_00275,ORD_00275,CUST_0857,4,Great food and excellent service.
REV_00276,ORD_00276,CUST_0096,4,Food was delicious and delivery was fast.
REV_00277,ORD_00277,CUST_0894,4,Loved the food and quick delivery.
REV_00278,ORD_00278,CUST_0858,3,The experience was okay.
REV_00279,ORD_00279,CUST_0756,4,Food was delicious and delivery was fast.
REV_00280,ORD_00280,CUST_0086,4,"Amazing experience, food arrived hot."
REV_00281,ORD_00281,CUST_0415,3,Food was okay but delivery took some time.
REV_00282,ORD_00282,CUST_0394,4,Food was delicious and delivery was fast.
REV_00283,ORD_00283,CUST_0696,3,The experience was okay.
REV_00284,ORD_00284,CUST_0633,4,Very good service and tasty food.
REV_00285,ORD_00285,CUST_0844,4,Loved the food and quick delivery.
REV_00286,ORD_00286,CUST_0501,4,Loved the food and quick delivery.
REV_00287,ORD_00287,CUST_0604,2,Food arrived late.
REV_00288,ORD_00288,CUST_0582,5,Food was delicious and delivery was fast.
REV_00289,ORD_00289,CUST_0916,4,Loved the food and quick delivery.
REV_00290,ORD_00290,CUST_0133,4,Food was delicious and delivery was fast.
REV_00291,ORD_00291,CUST_0791,4,Great food and excellent service.
REV_00292,ORD_00292,CUST_0649,2,Delivery was very late and food was cold.
REV_00293,ORD_00293,CUST_0314,2,The delivery took too long.
REV_00294,ORD_00294,CUST_0699,4,Food was delicious and delivery was fast.
REV_00295,ORD_00295,CUST_0221,5,Great food and excellent service.
REV_00296,ORD_00296,CUST_0976,3,Delivery was acceptable.
REV_00297,ORD_00297,CUST_0438,2,Delivery was very late and food was cold.
REV_00298,ORD_00298,CUST_0046,3,The experience was okay.
REV_00299,ORD_00299,CUST_0790,3,Average experience.
REV_00300,ORD_00300,CUST_0192,4,Loved the food and quick delivery.
REV_00301,ORD_00301,CUST_0520,3,The experience was okay.
REV_00302,ORD_00302,CUST_0379,3,Food was okay but delivery took some time.
REV_00303,ORD_00303,CUST_0788,3,The experience was okay.
REV_00304,ORD_00304,CUST_0691,5,Food was delicious and delivery was fast.
REV_00305,ORD_00305,CUST_0334,3,Delivery was acceptable.
REV_00306,ORD_00306,CUST_0039,4,Loved the food and quick delivery.
REV_00307,ORD_00307,CUST_0293,4,Loved the food and quick delivery.
REV_00308,ORD_00308,CUST_0690,3,The experience was okay.
REV_00309,ORD_00309,CUST_0162,3,Food was decent but could be better.
REV_00310,ORD_00310,CUST_0331,4,"Amazing experience, food arrived hot."
REV_00311,ORD_00311,CUST_0886,2,Food arrived late.
REV_00312,ORD_00312,CUST_0104,2,Very slow delivery and poor experience.
REV_00313,ORD_00313,CUST_0161,3,Average experience.
REV_00314,ORD_00314,CUST_0799,4,"Amazing experience, food arrived hot."
REV_00315,ORD_00315,CUST_0635,4,Very good service and tasty food.
REV_00316,ORD_00316,CUST_0054,3,Average experience.
REV_00317,ORD_00317,CUST_0940,4,"Amazing experience, food arrived hot."
REV_00318,ORD_00318,CUST_0034,2,Order was delayed and food was not hot.
REV_00319,ORD_00319,CUST_0242,3,Food was decent but could be better.
REV_00320,ORD_00320,CUST_0967,2,Delivery was very late and food was cold.
REV_00321,ORD_00321,CUST_0890,3,Food was okay but delivery took some time.
REV_00322,ORD_00322,CUST_0113,4,Very good service and tasty food.
REV_00323,ORD_00323,CUST_0318,3,The experience was okay.
REV_00324,ORD_00324,CUST_0023,2,The delivery took too long.
REV_00325,ORD_00325,CUST_0558,4,Food was delicious and delivery was fast.
REV_00326,ORD_00326,CUST_0824,4,Food was delicious and delivery was fast.
REV_00327,ORD_00327,CUST_0647,3,The experience was okay.
REV_00328,ORD_00328,CUST_0118,3,Average experience.
REV_00329,ORD_00329,CUST_0985,3,The experience was okay.
REV_00330,ORD_00330,CUST_0701,3,Food was decent but could be better.
REV_00331,ORD_00331,CUST_0643,3,Average experience.
REV_00332,ORD_00332,CUST_0934,3,Food was decent but could be better.
REV_00333,ORD_00333,CUST_0212,2,Delivery was very late and food was cold.
REV_00334,ORD_00334,CUST_0418,2,Food arrived late.
REV_00335,ORD_00335,CUST_0113,3,Food was decent but could be better.
REV_00336,ORD_00336,CUST_0044,2,Very slow delivery and poor experience.
REV_00337,ORD_00337,CUST_0128,4,Great food and excellent service.
REV_00338,ORD_00338,CUST_0876,2,Order was delayed and food was not hot.
REV_00339,ORD_00339,CUST_0158,4,Loved the food and quick delivery.
REV_00340,ORD_00340,CUST_0785,3,Food was decent but could be better.
REV_00341,ORD_00341,CUST_0827,3,The experience was okay.
REV_00342,ORD_00342,CUST_0394,3,The experience was okay.
REV_00343,ORD_00343,CUST_0867,4,Food was delicious and delivery was fast.
REV_00344,ORD_00344,CUST_0852,3,The experience was okay.
REV_00345,ORD_00345,CUST_0512,4,"Amazing experience, food arrived hot."
REV_00346,ORD_00346,CUST_0914,3,Food was okay but delivery took some time.
REV_00347,ORD_00347,CUST_0045,4,Great food and excellent service.
REV_00348,ORD_00348,CUST_0108,3,Food was decent but could be better.
REV_00349,ORD_00349,CUST_0219,4,Food was delicious and delivery was fast.
REV_00350,ORD_00350,CUST_0443,4,Food was delicious and delivery was fast.
REV_00351,ORD_00351,CUST_0830,3,The experience was okay.
REV_00352,ORD_00352,CUST_0315,5,Great food and excellent service.
REV_00353,ORD_00353,CUST_0177,3,Food was decent but could be better.
REV_00354,ORD_00354,CUST_0228,3,Food was decent but could be better.
REV_00355,ORD_00355,CUST_0703,3,The experience was okay.
REV_00356,ORD_00356,CUST_0983,4,Great food and excellent service.
REV_00357,ORD_00357,CUST_0672,5,"Amazing experience, food arrived hot."
REV_00358,ORD_00358,CUST_0906,4,Great food and excellent service.
REV_00359,ORD_00359,CUST_0267,5,"Amazing experience, food arrived hot."
REV_00360,ORD_00360,CUST_0870,4,Loved the food and quick delivery.
REV_00361,ORD_00361,CUST_0838,4,Very good service and tasty food.
REV_00362,ORD_00362,CUST_0379,2,Very slow delivery and poor experience.
REV_00363,ORD_00363,CUST_0489,3,Food was okay but delivery took some time.
REV_00364,ORD_00364,CUST_0702,3,Food was okay but delivery took some time.
REV_00365,ORD_00365,CUST_0687,3,Delivery was acceptable.
REV_00366,ORD_00366,CUST_0290,3,Food was decent but could be better.
REV_00367,ORD_00367,CUST_0996,3,Food was okay but delivery took some time.
REV_00368,ORD_00368,CUST_0357,3,Food was okay but delivery took some time.
REV_00369,ORD_00369,CUST_0657,3,Food was decent but could be better.
REV_00370,ORD_00370,CUST_0744,4,Great food and excellent service.
REV_00371,ORD_00371,CUST_0872,3,Food was decent but could be better.
REV_00372,ORD_00372,CUST_0950,2,Food arrived late.
REV_00373,ORD_00373,CUST_0204,3,Delivery was acceptable.
REV_00374,ORD_00374,CUST_0213,4,Loved the food and quick delivery.
REV_00375,ORD_00375,CUST_0552,3,Delivery was acceptable.
REV_00376,ORD_00376,CUST_0787,4,Loved the food and quick delivery.
REV_00377,ORD_00377,CUST_0323,4,Food was delicious and delivery was fast.
REV_00378,ORD_00378,CUST_0594,4,Food was delicious and delivery was fast.
REV_00379,ORD_00379,CUST_0181,3,Food was okay but delivery took some time.
REV_00380,ORD_00380,CUST_0499,4,Great food and excellent service.
REV_00381,ORD_00381,CUST_0320,4,Loved the food and quick delivery.
REV_00382,ORD_00382,CUST_0083,4,Food was delicious and delivery was fast.
REV_00383,ORD_00383,CUST_0303,3,Food was decent but could be better.
REV_00384,ORD_00384,CUST_0262,4,Loved the food and quick delivery.
REV_00385,ORD_00385,CUST_0784,4,Loved the food and quick delivery.
REV_00386,ORD_00386,CUST_0200,3,Average experience.
REV_00387,ORD_00387,CUST_0240,4,Very good service and tasty food.
REV_00388,ORD_00388,CUST_0914,3,Average experience.
REV_00389,ORD_00389,CUST_0692,3,Food was okay but delivery took some time.
REV_00390,ORD_00390,CUST_0944,3,Food was decent but could be better.
REV_00391,ORD_00391,CUST_0683,3,Food was decent but could be better.
REV_00392,ORD_00392,CUST_0295,3,Food was okay but delivery took some time.
REV_00393,ORD_00393,CUST_0512,3,Food was decent but could be better.
REV_00394,ORD_00394,CUST_0689,5,Great food and excellent service.
REV_00395,ORD_00395,CUST_0881,4,Great food and excellent service.
REV_00396,ORD_00396,CUST_0396,4,Food was delicious and delivery was fast.
REV_00397,ORD_00397,CUST_0749,3,Food was decent but could be better.
REV_00398,ORD_00398,CUST_0138,4,Loved the food and quick delivery.
REV_00399,ORD_00399,CUST_0839,4,Very good service and tasty food.
REV_00400,ORD_00400,CUST_0878,4,Loved the food and quick delivery.
REV_00401,ORD_00401,CUST_0823,4,Great food and excellent service.
REV_00402,ORD_00402,CUST_0129,4,Great food and excellent service.
REV_00403,ORD_00403,CUST_0049,2,Food arrived late.
REV_00404,ORD_00404,CUST_0676,5,Great food and excellent service.
REV_00405,ORD_00405,CUST_0789,4,Very good service and tasty food.
REV_00406,ORD_00406,CUST_0293,3,Food was okay but delivery took some time.
REV_00407,ORD_00407,CUST_0628,4,Great food and excellent service.
REV_00408,ORD_00408,CUST_0536,2,Very slow delivery and poor experience.
REV_00409,ORD_00409,CUST_0311,4,Very good service and tasty food.
REV_00410,ORD_00410,CUST_0537,2,Food arrived late.
REV_00411,ORD_00411,CUST_0903,4,"Amazing experience, food arrived hot."
REV_00412,ORD_00412,CUST_0639,4,Great food and excellent service.
REV_00413,ORD_00413,CUST_0234,4,Food was delicious and delivery was fast.
REV_00414,ORD_00414,CUST_0209,3,Delivery was acceptable.
REV_00415,ORD_00415,CUST_0605,5,Food was delicious and delivery was fast.
REV_00416,ORD_00416,CUST_0094,2,Order was delayed and food was not hot.
REV_00417,ORD_00417,CUST_0327,4,Great food and excellent service.
